tweet,sentiment,latitude,longitude,airline,timezone
"@united you mean like my mailing address and rate? By the surliness of my United \\""coworkers\\"" I'm guessing our benefits aren't great.",negative,29.97877958,-95.33246329,United,Eastern Time (US & Canada)
@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf,neutral,37.62006843,-122.38822083,United,Pacific Time (US & Canada)
@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.,negative,29.98605741,-90.25189405,United,Eastern Time (US & Canada)
"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!",negative,37.94357634,-121.69565906,United,Pacific Time (US & Canada)
"@united Thanks for your response. Bags came, but it was a long wait and priority tags weren't honored at all. Disappointing",negative,40.79971517,-74.25960937,United,Quito
@united why couldn't you have changed the tire of my delayed UA1127 flight when it arrived instead of waiting until boarding?,negative,37.62063433,-122.38946673,United,Quito
"@united unless it's on you guys, im good.",negative,27.98622757,-82.5414547,United,Central Time (US & Canada)
@united received my bag. I appreciate taking care of the matter and following up!,positive,40.54989958,-111.90404484,United,Mountain Time (US & Canada)
"@united \\""federal regulation prohibits you being separated from your bag\\""...yet you lose our bag and that's okay",negative,36.08651969,-115.13942786,United,Eastern Time (US & Canada)
@united tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...,negative,36.08652135,-115.13941959,United,Eastern Time (US & Canada)
@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?,negative,41.9797415,-87.9099894,United,Central Time (US & Canada)
@united I've been doing this for 15 years and I've never had this many issues with any other airline.,negative,40.69428253,-74.17219198,United,Central Time (US & Canada)
@united haha that's fine. Still won't fly @united ever again. Seems like you guys have more problems than anyone else.,negative,40.69429232,-74.17208436,United,Central Time (US & Canada)
"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to \\""fly\\"" united",negative,45.58931882,-122.5959928,United,Eastern Time (US & Canada)
@united So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?,negative,26.37852293,-81.78472152,United,Eastern Time (US & Canada)
@united each flight is worse than last! flight attendants don't even know whether the plane is equipped with power outlets at the seats!,negative,40.70773298,-74.17069948,United,Eastern Time (US & Canada)
@united its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,negative,40.70749747,-74.17084113,United,Eastern Time (US & Canada)
@united I appreciate the follow up.,positive,40.35805521,-111.78241283,United,Mountain Time (US & Canada)
@united clicked on the link and got this? #confused http://t.co/xMAQcucWZl,neutral,30.09009009,-95.64621813,United,Central Time (US & Canada)
"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",negative,38.9058375,-77.00423674,United,Eastern Time (US & Canada)
@SouthwestAir your agents were the ones who were rude and unhelpful and prompted my initial tweet. This is so easy to fix.,negative,41.19758614,-73.76914167,Southwest,Eastern Time (US & Canada)
@SouthwestAir my wife had been in group A in prev. flight but got bumped for some reason.  Alone with two kids. At least put her in group A,negative,41.1974934,-73.76920486,Southwest,Eastern Time (US & Canada)
@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.,positive,41.19747574,-73.76926201,Southwest,Eastern Time (US & Canada)
@SouthwestAir thx but I'll be expecting a credit for this leg.,negative,41.78546237,-87.7430551,Southwest,Central Time (US & Canada)
@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,negative,38.30097379,-122.30180037,Southwest,Pacific Time (US & Canada)
@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,negative,35.84808282,-78.66572751,Southwest,Eastern Time (US & Canada)
@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.,positive,42.3667769,-71.0170733,Southwest,Eastern Time (US & Canada)
@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.,negative,39.87778809,-75.23663363,Southwest,Eastern Time (US & Canada)
@SouthwestAir following. Thank you.,positive,37.6177248,-122.3913514,Southwest,Pacific Time (US & Canada)
@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed,negative,37.6170841,-122.3877223,Southwest,Pacific Time (US & Canada)
@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises,positive,39.50503682,-119.77382751,Southwest,Alaska
@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?,negative,32.73154946,-117.19636508,Southwest,Pacific Time (US & Canada)
"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy",negative,32.7156489,-117.1556388,Southwest,Pacific Time (US & Canada)
@SouthwestAir nice touch on the passbook integration!,positive,33.43403712,-111.99678364,Southwest,Pacific Time (US & Canada)
@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,negative,33.64079948,-84.4358346,Southwest,Eastern Time (US & Canada)
@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1,positive,32.85744983,-97.03548311,Southwest,Central Time (US & Canada)
@SouthwestAir TY for your consideration!,positive,40.76352814,-111.89191896,Southwest,Central Time (US & Canada)
@SouthwestAir I have followed you. Awaiting your DM.,neutral,40.91509493,-81.4367726,Southwest,Mountain Time (US & Canada)
@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.,negative,32.73284288,-117.19634507,Southwest,Pacific Time (US & Canada)
"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",negative,40.91497406,-81.43686526,Southwest,Mountain Time (US & Canada)
@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,neutral,39.87875827,-75.23722854,Southwest,Central Time (US & Canada)
"@SouthwestAir BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch \\""Buy\\","\""negative""",30.27027027,-97.74064527,Southwest,America/New_York
@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass,positive,33.4338494,-111.9963312,Southwest,Eastern Time (US & Canada)
@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL,negative,33.00605781,-96.76519155,Southwest,Central Time (US & Canada)
@SouthwestAir thanks for the response - flight time has passed - rebooked now,negative,41.72810364,-71.43406677,Southwest,Central Time (US & Canada)
@SouthwestAir my flight continues through to Vegas after my stop. Don't be upset if a stowaway.,neutral,41.77838296,-87.7409109,Southwest,Mountain Time (US & Canada)
@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew,negative,38.84884095,-77.04207298,Southwest,Eastern Time (US & Canada)
@SouthwestAir do you ever reinstate Cancelled Flighted flights?,negative,41.65451582,-70.61064187,Southwest,Central Time (US & Canada)
@SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled? Been on hold for an hour trying to get help. Any other flights?,negative,39.73217408,-105.0050626,Southwest,Pacific Time (US & Canada)
@SouthwestAir why am I still in Baltimore?! @delta is doing laps around us and laughing about it. # ridiculous,negative,39.1848041,-76.6787131,Southwest,America/Chicago
@SouthwestAir I'm ready for #MayweatherPacquiao in Vegas May 2nd! http://t.co/8dQZlrJo9p,neutral,28.44752379,-81.46716587,Southwest,Eastern Time (US & Canada)
@SouthwestAir a week after Valentines day..not feeling the #LUV. Going on 11 hrs @BWI and don't my bags aren't even coming w me.,negative,39.1780768,-76.670155,Southwest,America/Chicago
@SouthwestAir still haven't left @BWI. Maybe by the time I'm suppose to fly back to Austin on Tuesday we'll have moved.,negative,39.1766101,-76.6700606,Southwest,America/Chicago
"@SouthwestAir coming up on 10 hrs and all at the gate, not leaving and without my baggage. SWA you are my nightmare!",negative,39.1766101,-76.6700606,Southwest,America/Chicago
@SouthwestAir finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme,negative,39.1765188,-76.6696894,Southwest,America/Chicago
@SouthwestAir 20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.,neutral,39.1766716,-76.6694354,Southwest,America/Chicago
@SouthwestAir crazy how every airline flew out to the northeast tonight except you,negative,42.19881665,-83.3859395,Southwest,Eastern Time (US & Canada)
"@SouthwestAir 50min to get bag checked n ATX, miss my flight, spend all day @BWI, n not get my baggage at the end of it all.  #epitimeoffail",negative,39.1766628,-76.6694238,Southwest,America/Chicago
"@SouthwestAir 9 hrs in Baltimore, still not going to get my baggage to greenville w me. This is just unbelievable.",negative,39.1766573,-76.669424,Southwest,America/Chicago
@SouthwestAir we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP,negative,28.43278708,-81.46990923,Southwest,Eastern Time (US & Canada)
@SouthwestAir okay I understand a delay one way. But both ways? C'mon #annoyed #flights,negative,36.15093569,-115.27959887,Southwest,Pacific Time (US & Canada)
@SouthwestAir Flight 2646.  Four hours in the plane on the ground at BWI.,negative,39.17692138,-76.66929304,Southwest,Central Time (US & Canada)
@SouthwestAir the ball has been dropped. My snowboard will not be making it to my destination. #totalfail #letdown,negative,39.1799072,-76.6704455,Southwest,America/Chicago
@SouthwestAir but if my bag makes it with me to Greenville tonight then all is forgiven. #HighHopes,neutral,39.1798687,-76.6707032,Southwest,America/Chicago
@SouthwestAir not at all. Rerouted to snowy BWI been trying to figure out how to get out of here. Now dealing with more baggage troubles.,negative,39.1799094,-76.6709767,Southwest,America/Chicago
@SouthwestAir you just Cancelled Flightled my flight home so you better get me a private jet or something. I need to get home now,negative,26.52778866,-81.75533052,Southwest,Eastern Time (US & Canada)
@SouthwestAir I DM'd you,neutral,30.26196639,-97.75945775,Southwest,Eastern Time (US & Canada)
"@SouthwestAir customer svc worse than the #WinterWeather !  Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. http://t.co/PgwUkrpMOx",negative,41.81477378,-80.93644744,Southwest,Mountain Time (US & Canada)
@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv,positive,33.6839241,-117.8607358,Southwest,Pacific Time (US & Canada)
@SouthwestAir Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.,positive,30.30630631,-97.71394697,Southwest,America/New_York
@SouthwestAir thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!,positive,40.77512287,-73.86982237,Southwest,Atlantic Time (Canada)
@SouthwestAir it says I can't because my flight is in progress.,negative,41.30091858,-95.89873244,Southwest,Central Time (US & Canada)
@SouthwestAir can you help me with reFlight Booking Problems? My flight was Cancelled Flighted. FWHEI6,negative,41.30204773,-95.9002533,Southwest,Central Time (US & Canada)
@SouthwestAir tweet just popped up on my phone with @amin_aur follows. Missing my favorite Southwest pilot and brother.,neutral,35.12084166,-89.84738331,Southwest,Central Time (US & Canada)
"@SouthwestAir Totally sucks that my flights were weathered out of existence, but Stacy in Tucson helped with an overnight in Vegas!",negative,35.9807446,-115.0846183,Southwest,Eastern Time (US & Canada)
@SouthwestAir rules.,positive,41.78959656,-87.74028015,Southwest,Central Time (US & Canada)
"@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J",positive,38.73434659,-90.35501265,Southwest,Central Time (US & Canada)
@SouthwestAir one of my bags didn't make it to my destination. I have the claim ticket. Any way to help out with a status on the location?,negative,40.731704,-73.1724805,Southwest,Eastern Time (US & Canada)
@SouthwestAir yes but not with out an attitude and nasty comment,negative,41.93001697,-72.68496357,Southwest,Eastern Time (US & Canada)
@SouthwestAir again another ride SW employee that printed out boarding passes. Deficiency in training obviously,negative,41.93015938,-72.68522399,Southwest,Eastern Time (US & Canada)
@SouthwestAir  flying Southwest for the first time to LGA with a layover in Atlanta!,neutral,26.08232307,-80.16234879,Southwest,Atlantic Time (Canada)
@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI,positive,33.67698231,-117.8647932,Southwest,Pacific Time (US & Canada)
@SouthwestAir What does this even mean?  I'm taking about letting elite customers who paid for a seat fill a seat that will go empty anyway.,negative,40.774588,-73.8708903,Southwest,Pacific Time (US & Canada)
@SouthwestAir unable to book travel right now on the website or through the app. Help!,negative,37.78915629,-122.4148408,Southwest,Arizona
"@SouthwestAir my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated",negative,32.8405223,-96.8149248,Southwest,Eastern Time (US & Canada)
@SouthwestAir Yes! How about #DestinationDragons in San Diego?!?,neutral,32.80223908,-117.2312804,Southwest,Pacific Time (US & Canada)
@SouthwestAir you know I ❤️you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6,negative,39.29345234,-94.71996208,Southwest,Eastern Time (US & Canada)
"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!",positive,36.0931536,-86.6973554,Southwest,Central Time (US & Canada)
"@SouthwestAir, on #unscheduled aircraft change, please have a better system in place, not worth the paid upgrade. #REFUND",negative,36.1293776,-86.6699252,Southwest,Central Time (US & Canada)
@SouthwestAir Did yall get rid of the Austin to Cabo flights all together? There's zero non-stop in Aug and Sept,negative,30.20650347,-97.74889927,Southwest,Mountain Time (US & Canada)
@SouthwestAir @DreSparkles Thank you! I finally made it to my destination,positive,34.0658388,-117.5711653,Southwest,Pacific Time (US & Canada)
@SouthwestAir Pres/CEO Gary Kelly at #TheRoFo addressing 2000 of his BWI based employees. @cbsbaltimore http://t.co/OI32uq2tTZ,neutral,39.28859449,-76.61832385,Southwest,Eastern Time (US & Canada)
"@SouthwestAir any idea if there will be any \\""spring sales\\"" soon for travel from Late Flight August to early September? Going from PA to LAX.",neutral,41.24222981,-77.02647239,Southwest,Eastern Time (US & Canada)
@SouthwestAir Do y'all know when the new routes from HOU to Aruba &amp; Puerto Vallarta will be available?,neutral,30.20654541,-97.74890436,Southwest,Mountain Time (US & Canada)
"@SouthwestAir thanks a lot for sending a \\""special deal\\"" with @Budget. Getting screwed is the best when on vacation #sarcasm get new partners",negative,29.98473682,-90.25978334,Southwest,Eastern Time (US & Canada)
@SouthwestAir suggestion- shades on the windows @KCIAirport so travelers won't have to watch ur luggage handlers throwing their bags around,negative,39.29372784,-94.71998281,Southwest,Central Time (US & Canada)
@SouthwestAir surprise surprise more delays. Seems to be the norm.  Broken down equipment.,negative,39.86311565,-104.67610845,Southwest,Arizona
@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,positive,33.05776114,-96.78169517,Southwest,Pacific Time (US & Canada)
"@SouthwestAir aww thanks!! Other than that, love it!",positive,28.43585235,-81.30356273,Southwest,Eastern Time (US & Canada)
"@SouthwestAir humor aside, we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly. What gives?",negative,33.94729153,-118.40186744,Southwest,Pacific Time (US & Canada)
@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.,negative,33.94729537,-118.40196951,Southwest,Pacific Time (US & Canada)
@SouthwestAir had a very rude gate agent at BWI tonight gate B8 after a 6.5hr delay for flight 1172. I think a little training is in order.,negative,39.17709903,-76.67124539,Southwest,Eastern Time (US & Canada)
@southwestair thanks for taking it up a notch!! leinenkugels #craftbeer #goodflight @ Norfolk… http://t.co/TgSLjjN6g0,positive,36.898315,-76.204491,Southwest,Santiago
@SouthwestAir filing it now. Thank you for your response.,positive,29.65275101,-95.27596615,Southwest,Atlantic Time (Canada)
@SouthwestAir How do I stop getting credit card apps? I already have a card!,negative,35.8271843,-87.43714049,Southwest,Central Time (US & Canada)
@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.,neutral,27.9344812,-82.47401175,Southwest,Eastern Time (US & Canada)
@southwestair #ftw! ✈️ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw,neutral,44.8741191,-93.22830677,Southwest,Central Time (US & Canada)
"@SouthwestAir just added #passbook support to their iOS application! Finally, I get to add them to my collection. http://t.co/lEdNoCdQee",positive,30.43823709,-97.76632883,Southwest,Central Time (US & Canada)
@SouthwestAir it's the poor customer service that I have a problem with!!!!!,negative,36.22640559,-86.82373437,Southwest,Central Time (US & Canada)
@SouthwestAir Just OH-ing a text message I received from an entitled jackass of a friend.,negative,25.7661538,-80.2517994,Southwest,Eastern Time (US & Canada)
@SouthwestAir it would be nice if I could talk to an agent rather than get caught up w/ a promotion &amp; then be hung up on,negative,38.34274662,-122.32611925,Southwest,Pacific Time (US & Canada)
@SouthwestAir when will you have flights for October 2015 available?,neutral,41.28597403,-72.44456912,Southwest,Atlantic Time (Canada)
@SouthwestAir will you please tell me if I'll make my flight out of here tomorrow 8am? I've been tryin for 3 days now to leave,negative,36.11159761,-86.7844525,Southwest,Central Time (US & Canada)
“@SouthwestAir: @TinaIsBack I'm so sorry for your frustration. Did you get rebooked? ^SW” I've been rebooked 4 times!! Still stuck!! #SMH,negative,40.71035967,-74.15721568,Southwest,Central Time (US & Canada)
@SouthwestAir can't wait! Thanks for the response!❤️,positive,39.73167173,-86.3559619,Southwest,Indiana (East)
"@SouthwestAir I keep getting disconnected after choosing the option \\""unused travel funds\\"" on your automated customer service line! SOS",negative,33.42067535,-111.93155126,Southwest,Pacific Time (US & Canada)
@SouthwestAir I know one thing @Delta would NEVER treat their customers like this!!!!,negative,40.65954723,-74.16986421,Southwest,Central Time (US & Canada)
@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,negative,40.65958823,-74.16987822,Southwest,Central Time (US & Canada)
@SouthwestAir 4 flights Cancelled Flightled in one week?! Customer Service is 💩💩💩💩,negative,40.65951726,-74.16980326,Southwest,Central Time (US & Canada)
@SouthwestAir I have had 4 flights Cancelled Flightled through yall!!!! Im sick of it 😠😠,negative,40.65947097,-74.16982402,Southwest,Central Time (US & Canada)
@SouthwestAir what's yall corporate number bc yall are not trying to accommodate me at all!!!,negative,40.65957477,-74.17018971,Southwest,Central Time (US & Canada)
@SouthwestAir El Paso deals....May❤❤❤😍🌏,positive,30.0554953,-95.1659332,Southwest,Eastern Time (US & Canada)
@SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan,positive,38.98057249,-76.73463232,Southwest,Atlantic Time (Canada)
@SouthwestAir JH thank you. I finally got through the second time.,positive,35.99558298,-78.89974547,Southwest,Eastern Time (US & Canada)
"@SouthwestAir disappointed with customer service right now, my flight was only one Cancelled Flightled at my airport &amp; now I'm losing 2 days from trip",negative,41.79493709,-71.48004413,Southwest,Eastern Time (US & Canada)
@SouthwestAir I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.,negative,30.35571967,-87.27675562,Southwest,Pacific Time (US & Canada)
“@SouthwestAir:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SU”@tori_leggieri,neutral,38.56979708,-75.1096009,Southwest,Eastern Time (US & Canada)
"@SouthwestAir Guys, we've got to do something about the inability to check in online for international  flight that has... (1/2)",neutral,21.05483165,-86.78164351,Southwest,Central Time (US & Canada)
@JetBlue  please start flying to Guyana soon,neutral,40.70326657,-74.01106458,Delta,Eastern Time (US & Canada)
@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:),positive,34.02763089,-118.49627894,Delta,Eastern Time (US & Canada)
@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!,neutral,34.02761838,-118.49646336,Delta,Eastern Time (US & Canada)
@JetBlue your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.,positive,34.02764112,-118.49636416,Delta,Eastern Time (US & Canada)
@JetBlue service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.,negative,42.3658858,-71.01423374,Delta,Eastern Time (US & Canada)
At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome,neutral,33.8191302,-118.1455457,Delta,Atlantic Time (Canada)
@JetBlue would a storage container like this green one be acceptable to check in with luggage? 18Gal totes http://t.co/mJtK2SFuhG,neutral,42.36005288,-71.06315559,Delta,Arizona
"@JetBlue can your people working this contact me, I have a project in the works.",neutral,40.76262466,-73.73946148,Delta,Eastern Time (US & Canada)
"@JetBlue we're home, you guys recovered, now we can laugh about it and the extra day in barbados. Will you open Cuba soon?",negative,40.76262285,-73.7394313,Delta,Eastern Time (US & Canada)
@JetBlue you found my camera!  Thank you!  You rock!,positive,41.21681145,-73.12508256,Delta,Eastern Time (US & Canada)
"Sorry for unfollowing, @JetBlue",negative,51.54381448,-0.00116722,Delta,London
STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”,negative,34.09548421,-81.20955847,Delta,Eastern Time (US & Canada)
"Yall tried it. \\""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”",positive,33.78310211,-84.21250227,Delta,Eastern Time (US & Canada)
“@JetBlue: Our fleet's on fleek. http://t.co/JMnkJ6Bmc2” Jet Blizzue in the hizouse.,positive,42.35829164,-71.06163025,Delta,Eastern Time (US & Canada)
“@JetBlue: Our fleet's on fleek. http://t.co/vOUUFRN4jS” YASSS JetBlue ! Tell them !,positive,26.37067479,-80.10215823,Delta,Quito
@JetBlue thank you. Appreciate that!!,positive,41.06865736,-73.70398273,Delta,Eastern Time (US & Canada)
@jetblue it's time for a direct flight from #JFK to #PITT.... @ Official JetBlue Terminal 5 - New York… http://t.co/QygXGmd3Sn,neutral,40.64579177,-73.77555571,Delta,Eastern Time (US & Canada)
"@JetBlue All good, I just have 2 remind myself that if this was 1914 I might be on a horse &amp; buggy. So what's a little delay right.",negative,41.06869526,-73.70402469,Delta,Eastern Time (US & Canada)
@JetBlue ...and when did your legal department start running your social media channels?,neutral,40.6467516,-73.77465033,Delta,Eastern Time (US & Canada)
"@JetBlue nope. The \\""regular\\"" line was multi-x faster. You literally direct all the wheelchairs and strollers into the same line as EMS.",negative,40.64646872,-73.77594979,Delta,Eastern Time (US & Canada)
"@jetblue as courtesy to Mosaic members or anyone, a request for water should be attended promptly. Daniel in flight 1557, should know better",negative,26.0713458,-80.146874,Delta,Eastern Time (US & Canada)
"@JetBlue no one yet but some, fl 8162",neutral,13.07761455,-59.60542973,Delta,Eastern Time (US & Canada)
@JetBlue not an issue but I think training &amp; information would help. Great ppl but service needs to switch from individual to group better,negative,13.07787514,-59.6049865,Delta,Eastern Time (US & Canada)
@JetBlue last sleep in Cali... back to JFK tomorrow night.  Looking forward to an another amazing flight with you all :),positive,33.7008468,-118.0192094,Delta,Atlantic Time (Canada)
"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal",neutral,40.64682076,-73.7823236,Delta,Eastern Time (US & Canada)
@JetBlue any idea what's going on at terminal five at JFK? Seems to be zero traffic movement,negative,40.64485766,-73.78737261,Delta,Eastern Time (US & Canada)
"@JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!",positive,40.89343356,-74.29961359,Delta,Eastern Time (US & Canada)
@JetBlue 👍. I think I'll come take a nap at the terminal.  ;),negative,40.85036847,-74.42575912,Delta,Eastern Time (US & Canada)
@JetBlue #611 from JFK to LAS still delayed?,negative,40.775248,-74.48253909,Delta,Eastern Time (US & Canada)
@JetBlue such a bummer.  But I understand it's a business deal. Thanks for answering me!  Much less sad now.,neutral,40.77844416,-73.87477197,Delta,Tokyo
@JetBlue ill call in the morning. too upset right now.,negative,40.64797296,-73.77939249,Delta,Pacific Time (US & Canada)
@JetBlue by far the worst airline in terms of service at jfk.,negative,40.64602261,-73.7762935,Delta,Pacific Time (US & Canada)
@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.,neutral,40.61883222,-74.015404,Delta,Eastern Time (US & Canada)
@JetBlue WELL...my paid tickets have NO assigned seats at all. So essentially I won't be on this flight unless I pay more.,negative,40.61884429,-74.0153922,Delta,Eastern Time (US & Canada)
@JetBlue If seats aren't guaranteed why do we pay for them? when I called the rep said some other people booked our seats.,negative,40.61878764,-74.01544319,Delta,Eastern Time (US & Canada)
"@JetBlue yes, please get me the seats we paid for.",negative,40.61886457,-74.01535789,Delta,Eastern Time (US & Canada)
@JetBlue Help - I left my Nikon camera under the seat in front of me. What do I do?,neutral,40.79874419,-73.82756667,Delta,Eastern Time (US & Canada)
@JetBlue Third straight time that my flight has been delayed flying with you guys. This will be my last trip with you.,negative,42.40805407,-88.62699707,Delta,Central Time (US & Canada)
"@JetBlue Yoga it is. TV service seems to be down though :-(
I look forward to that do much!",negative,40.7740308,-73.8674526,Delta,Quito
@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!,negative,40.64646912,-73.79133606,Delta,Eastern Time (US & Canada)
"“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!",positive,38.6485933,-121.11740707,Delta,Pacific Time (US & Canada)
"@JetBlue According to your ground staff, it hasn't even been taken off the plane yet!",negative,40.64646912,-73.79133606,Delta,Eastern Time (US & Canada)
"@JetBlue Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?",negative,40.64646912,-73.79133606,Delta,Eastern Time (US & Canada)
“@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;),positive,38.69255098,-121.58854512,Delta,Pacific Time (US & Canada)
@JetBlue on flight 622 from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?,neutral,25.05152514,-77.46620117,Delta,Eastern Time (US & Canada)
@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊,positive,34.546788,-87.012305,Delta,Central Time (US & Canada)
@JetBlue flight attendant was hesitant to give me more baby sized cookies,negative,40.65275545,-73.79457024,Delta,Quito
@JetBlue Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES #stuckonaplane #sos #babyfood,negative,40.64779984,-73.78283404,Delta,Quito
"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail",negative,18.43615031,-66.00573829,Delta,Eastern Time (US & Canada)
@JetBlue Exciting times ahead! 😁🎉,positive,40.67851205,-73.43465391,Delta,Eastern Time (US & Canada)
"Cool thx! Only a couple more #PGAShow flights til I'm #Mosaic...can't wait. Will be easier to change flights when weathers bad
@JetBlue",positive,41.05811177,-73.53637216,Delta,Eastern Time (US & Canada)
@JetBlue continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue,negative,40.64573089,-73.77655727,Delta,Amsterdam
"@JetBlue yeah that's all been done. Define \\""incidentals\\""? How much can I spend on gear so this trip is not a waste?",negative,40.64342444,-111.49392569,Delta,Eastern Time (US & Canada)
@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...,negative,40.64339686,-111.49337274,Delta,Eastern Time (US & Canada)
@JetBlue oh. Makes sense. My bad.,neutral,40.88529232,-73.856635,Delta,Pacific Time (US & Canada)
@JetBlue why won't the site let me book tickets for nov for jfk to kin?,negative,40.88539964,-73.85658056,Delta,Pacific Time (US & Canada)
@JetBlue thank you,positive,40.7171667,-73.96415608,Delta,Eastern Time (US & Canada)
"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?",neutral,40.71716644,-73.96426215,Delta,Eastern Time (US & Canada)
